Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Dust,Dust_feed_group,Flow_group,max_time,RUL,pressure_rate,normalized_time,rolling_pressure_mean,pressure_ratio,rate_ratio_interaction,cumulative_pressure,pressure_acceleration,rolling_pressure_std,remaining_pressure_capacity,pressure_growth_rate
8,183.2863,81.2381978094108,110.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,69.10000000000001,21.701000000001425,0.6148272017837235,182.1289,0.3054771666666667,6.6291599938337695,80462.239097,22.605000000001514,0.9641639798334976,416.7137,1.661707147219337
8,184.1905,81.2043742755609,110.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,69.0,9.041999999998975,0.6153846153846154,182.40016,0.30698416666666667,2.7757508349996853,80646.429597,-12.65900000000245,1.3325994570794366,415.8095,1.6683921950326792
8,184.8235,81.2381978094108,110.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.9,6.3300000000004575,0.6159420289855072,182.92462,0.30803916666666664,1.9498879250001409,80831.253097,-2.7119999999985174,1.7000724593406336,415.17650000000003,1.6726108445917571
8,183.648,80.863413664662,110.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.80000000000001,-11.755000000000663,0.6164994425863991,183.4129,0.30608,-3.5979704000002033,81014.901097,-18.08500000000112,1.4089521443287623,416.352,1.6604701477353514
8,184.9139,80.7430679254751,110.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.7,12.658999999999082,0.617056856187291,184.17244,0.30818983333333333,3.901375100166384,81199.814997,24.413999999999746,0.7131356168421067,415.0861,1.6704055856331927
8,184.9139,81.1113738458878,110.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.60000000000001,0.0,0.6176142697881828,184.49796,0.30818983333333333,0.0,81384.728897,-12.658999999999082,0.5632388729560923,415.0861,1.6688979993781772
8,183.015,81.0181488816135,110.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.5,-18.98899999999864,0.6181716833890747,184.26286,0.305025,-5.792119724999585,81567.743897,-18.98899999999864,0.8799475512829265,416.985,1.6502704990958474
8,186.7224,80.8204355339509,111.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.4,37.07400000000218,0.6187290969899666,184.64264,0.311204,11.537577096000678,81754.466297,56.06300000000082,1.4239984490893471,413.2776,1.6821837686289751
8,184.9139,81.1874682240016,111.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.30000000000001,-18.085000000000836,0.6192865105908584,184.89582000000001,0.30818983333333333,-5.5736131358335905,81939.380197,-55.15900000000302,1.3109976189943657,415.0861,1.6643915241728937
8,179.7598,81.1790209135876,111.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.2,-51.540999999995606,0.6198439241917503,183.865,0.2995996666666667,-15.441666419665353,82119.139997,-33.45599999999477,2.642928499791235,420.24019999999996,1.6165449494915023
8,178.5844,80.7774574032399,111.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.10000000000001,-11.754000000000914,0.6204013377926421,182.5991,0.29764066666666666,-3.498468396000272,82297.724397,39.78699999999469,3.4173204166435207,421.41560000000004,1.6045318813608995
8,177.9514,80.5625435056983,111.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,68.0,-6.3299999999992735,0.6209587513935341,181.58638000000002,0.2965856666666667,-1.8773872699997847,82475.675797,5.424000000001641,3.969019047826376,422.04859999999996,1.597409321387708
8,186.1798,80.6227221862883,111.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.9,82.28400000000461,0.6215161649944259,181.47786000000002,0.31029966666666664,25.532697772001427,82661.855597,88.61400000000388,3.797182235290875,413.8202,1.6697739760558388
8,181.8396,81.2043742755609,111.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.80000000000001,-43.402000000002566,0.6220735785953176,180.863,0.303066,-13.153670532000778,82843.695197,-125.68600000000717,3.320715004333941,418.1604,1.629387082173951
8,183.1055,81.5510226322801,111.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.7,12.658999999999082,0.6226309921962095,181.53214,0.30517583333333337,3.863220874166387,83026.800697,56.06100000000165,3.3794084864083302,416.8945,1.6392613998275614
8,182.9246,80.4851875192157,111.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.60000000000001,-1.8090000000001856,0.6231884057971014,182.40018,0.3048743333333333,-0.5515176690000565,83209.725297,-14.467999999999268,2.964958406455087,417.0754,1.636177087332942
8,183.015,81.1451973797377,111.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.5,0.9039999999998056,0.6237458193979933,183.4129,0.305025,0.2757425999999407,83392.740297,2.712999999999991,1.6295907891273735,416.985,1.6355227735878213
8,183.648,81.2804686536747,112.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.4,6.3300000000004575,0.6243032329988851,182.90654,0.30608,1.9374864000001402,83576.388297,5.426000000000652,0.6595071478071644,416.352,1.6397142710739798
8,186.1798,80.863413664662,112.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.30000000000001,25.31800000000148,0.624860646599777,183.77458000000001,0.31029966666666664,7.856166960667125,83762.568097,18.988000000001023,1.373699527556431,413.8202,1.660836738083526
8,189.9776,81.2128330167062,112.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.2,37.97799999999671,0.6254180602006689,185.149,0.3166293333333333,12.024948821332291,83952.545697,12.659999999995232,3.0055298601093234,410.0224,1.6932049759963905
8,189.8872,81.5510226322801,112.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.10000000000001,-0.9039999999999341,0.6259754738015607,186.54152,0.3164786666666667,-0.2860967146666458,84142.432897,-38.881999999996644,3.314357520245626,410.1128,1.690892237837113
8,189.9776,81.1705621724423,112.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,67.0,0.9039999999998056,0.6265328874024526,187.93404,0.3166293333333333,0.2862329173332718,84332.410497,1.8079999999997396,2.8989052154233406,410.0224,1.6901921557812085
8,189.435,81.2128330167062,112.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.9,-5.426000000000239,0.6270903010033445,189.09144,0.315725,-1.7131238500000754,84521.845497,-6.3300000000000445,1.6431276602895426,410.565,1.683866651698963
8,189.8872,80.657111664053,112.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.80000000000001,4.522000000000305,0.6276477146042363,189.83292,0.3164786666666667,1.4311165306667633,84711.732697,9.948000000000544,0.22698985001211883,410.1128,1.6863871963908776
8,194.9508,80.4164085636862,112.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.7,50.63599999999548,0.6282051282051282,190.82756,0.324918,16.45254784799853,84906.683497,46.11399999999517,2.314698539336909,405.04920000000004,1.7298207477389462
8,194.9508,81.2804686536747,112.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.60000000000001,0.0,0.62876254180602,191.84027999999998,0.324918,0.0,85101.634297,-50.63599999999548,2.8469342935881583,405.04920000000004,1.728287218720858
8,195.3125,81.9061297301446,112.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.5,3.616999999999824,0.629319955406912,192.90726,0.3255208333333333,1.1774088541666095,85296.946797,3.616999999999824,2.97130622925477,404.6875,1.729960126395393
8,195.7646,81.7201288707983,113.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.4,4.521000000000272,0.6298773690078038,194.17318,0.32627433333333333,1.4750862610000885,85492.711397,0.9040000000004476,2.4191774411994054,404.2354,1.7324300731643356
8,198.1156,81.7623997150623,113.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.30000000000001,23.510000000001327,0.6304347826086956,195.81886,0.3301926666666667,7.762829593333772,85690.826997,18.989000000001056,1.3267832859996427,401.8844,1.7516852188179912
8,194.9508,80.7688571283004,113.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.2,-31.647999999997438,0.6309921962095875,195.81886,0.324918,-10.283004863999167,85885.777797,-55.157999999998765,1.3267832859996427,405.04920000000004,1.7221801968005281
8,191.8764,80.7774574032399,113.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.10000000000001,-30.74400000000172,0.6315496098104794,195.20397999999997,0.31979399999999997,-9.831746736000548,86077.654197,0.9039999999957189,2.23273885441358,408.1236,1.6935251395099282
8,188.7117,81.0009599537277,113.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,66.0,-31.64699999999712,0.6321070234113713,193.88382000000001,0.3145195,-9.953598616499095,86266.365897,-0.9029999999954015,3.6525437043255358,411.2883,1.664124323949521
8,189.8872,81.3311982390839,113.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.9,11.755000000000663,0.632664437012263,192.70834,0.3164786666666667,3.720206726666877,86456.253097,43.401999999997784,3.837029251648748,410.1128,1.6730149632333484
8,191.786,81.6355757515392,113.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.80000000000001,18.988000000001023,0.633221850613155,191.44242,0.31964333333333333,6.06938761333366,86648.039097,7.233000000000359,2.3712157771928357,408.214,1.6882570273921038
8,189.9776,81.0181488816135,113.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.7,-18.083999999998518,0.6337792642140468,190.44778000000002,0.3166293333333333,-5.725924863999531,86838.016697,-37.07199999999954,1.3584072298130316,410.0224,1.6708671796757504
8,189.9776,81.0691030016238,113.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.60000000000001,0.0,0.6343366778149386,190.06802,0.3166293333333333,0.0,87027.994297,18.083999999998518,1.1000121190279457,410.0224,1.669398930848867
8,190.5201,81.28892739482,113.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.5,5.424999999999719,0.6348940914158305,190.4297,0.3175335,1.722619237499911,87218.514397,5.424999999999719,0.7985638546843395,409.4799,1.6726962100729044
8,195.0412,80.8032466060651,114.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.4,45.21100000000247,0.6354515050167224,191.4605,0.3250686666666667,14.69667948866747,87413.555597,39.78600000000275,2.1336412374174323,404.9588,1.7108877042904589
8,193.1424,81.1959269651469,114.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.30000000000001,-18.988000000001023,0.6360089186176142,191.73178000000001,0.321904,-6.11231315200033,87606.697997,-64.1990000000035,2.26740892253871,406.8576,1.6927466985736488
8,193.0519,81.0691030016238,114.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.2,-0.9050000000001229,0.6365663322185061,192.34664,0.32175316666666665,-0.29118661583337285,87799.749897,18.0830000000009,2.0820589648249688,406.9481,1.6904719641815062
8,190.5201,80.8720139396015,114.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.10000000000001,-25.318000000001195,0.6371237458193979,192.45514,0.3175335,-8.03931315300038,87990.269997,-24.413000000001073,1.9368088917102715,409.4799,1.6668425051019906
8,195.5838,80.7602684753541,114.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,65.0,50.63699999999551,0.6376811594202899,193.46787999999998,0.325973,16.506294800998536,88185.853797,75.9549999999967,1.9950461641294828,404.4162,1.7096485864541207
8,195.5838,81.4495748921929,114.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.9,0.0,0.6382385730211817,193.57639999999998,0.325973,0.0,88381.437597,-50.63699999999551,2.113275624476782,404.4162,1.7081554435968958
8,198.206,81.407304047929,114.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.80000000000001,26.222000000001415,0.6387959866220735,194.58912,0.3303433333333333,8.662262886667135,88579.643597,26.222000000001415,2.914642629381427,401.794,1.7295462327264728
8,200.0145,81.3734805140791,114.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.7,18.08499999999855,0.6393534002229654,195.98164,0.3333575,6.028770387499517,88779.658097,-8.137000000002864,3.583179792168835,399.9855,1.7438055645701345
8,200.6474,81.6947640780937,114.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.60000000000001,6.329000000000424,0.6399108138238573,198.00709999999998,0.33441233333333337,2.1164956576668086,88980.305497,-11.755999999998128,2.3866904826572206,399.3526,1.747799636343209
8,196.3072,81.2551038609701,114.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.5,-43.4019999999964,0.6404682274247492,198.15178,0.3271786666666667,-14.200208490665489,89176.612697,-49.730999999996826,2.219109137020194,403.69280000000003,1.708504771901612
8,200.6474,81.0437382089192,115.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.4,43.402000000002566,0.641025641025641,199.1645,0.33441233333333337,14.514164091334193,89377.260097,86.80399999999896,1.8843679550465207,399.3526,1.744759984828174
8,204.9877,80.5883327085236,115.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.30000000000001,43.403000000002315,0.6415830546265329,200.52084,0.34164616666666664,14.828468571834122,89582.247797,0.0009999999997489795,3.082045399244762,395.0123,1.7809530688014503
8,206.8866,81.0095602286672,115.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.2,18.988999999998356,0.6421404682274248,201.89526,0.344811,6.547616078999432,89789.134397,-24.41400000000396,4.1478121905415835,393.1134,1.7958906094106717
8,205.259,80.8032466060651,115.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.10000000000001,-16.276000000000934,0.6426978818283166,202.81757999999996,0.34209833333333334,-5.5679924733336525,89994.393397,-35.26499999999929,4.310498960909868,394.741,1.7802168102322913
8,206.5249,80.7774574032399,115.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,64.0,12.658999999999082,0.6432552954292085,204.86111999999997,0.34420816666666665,4.357331181833017,90200.918297,28.935000000000016,2.4900050375459744,393.4751,1.7896438319788228
8,208.4238,81.6863053369484,115.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.900000000000006,18.989000000001056,0.6438127090301003,206.41639999999998,0.347373,6.596265897000366,90409.342097,6.330000000001974,1.382323542085485,391.5762,1.804535049311385
8,211.9502,80.8720139396015,115.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.80000000000001,35.26400000000196,0.6443701226309921,207.8089,0.35325033333333333,12.457019754667359,90621.29229699999,16.2750000000009,2.5753519662374678,388.0498,1.8334792228937784
8,213.2162,81.0775617427691,115.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.7,12.659999999998831,0.644927536231884,209.07482,0.35536033333333333,4.4988618199995845,90834.508497,-22.604000000003126,3.424370006585538,386.78380000000004,1.8428366305718527
8,214.3916,81.753940973917,115.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.60000000000001,11.754000000000914,0.6454849498327759,210.90133999999998,0.3573193333333334,4.1999314440003275,91048.900097,-0.9059999999979169,3.3140621038239346,385.60839999999996,1.8513954935112653
8,214.9342,81.6355757515392,115.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.5,5.425999999999468,0.6460423634336678,212.58319999999998,0.35822366666666666,1.9437216153331427,91263.834297,-6.328000000001446,2.5932362946714536,385.06579999999997,1.854479707899226
8,213.7587,81.4326574099023,116.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.400000000000006,-11.755000000000663,0.6465997770345596,213.65018,0.3562645,-4.187889197500236,91477.592997,-17.181000000000132,1.1498324017007628,386.2413,1.84274739790735
8,215.115,81.1113738458878,116.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.30000000000001,13.563000000000816,0.6471571906354514,214.28314,0.35852500000000004,4.862674575000293,91692.707997,25.31800000000148,0.7970307447023101,384.885,1.852842361301961
8,215.115,80.717290344643,116.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.2,0.0,0.6477146042363434,214.66289999999998,0.35852500000000004,0.0,91907.822997,-13.563000000000816,0.5859978327609867,384.885,1.8512478326054405
8,216.9235,81.5172105291615,116.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.10000000000001,18.085000000000836,0.6482720178372352,215.16928,0.36153916666666663,6.538435829166969,92124.746497,18.085000000000836,1.132274148340583,383.0765,1.8652063468167983
8,215.2959,80.5797440555773,116.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,63.0,-16.27599999999862,0.6488294314381271,215.24162,0.3588265,-5.840260113999506,92340.042397,-34.36099999999946,1.1250315137810003,384.70410000000004,1.8496211181304025
8,215.0246,81.0606556912098,116.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.900000000000006,-2.7130000000001195,0.6493868450390189,215.4948,0.3583743333333333,-0.972269566333376,92555.066997,13.562999999998501,0.8047249561187324,384.97540000000004,1.845704705187084
8,213.7587,81.0009599537277,116.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.80000000000001,-12.659000000000598,0.6499442586399108,215.22354,0.3562645,-4.509952305500213,92768.825697,-9.946000000000478,1.128296753075359,386.2413,1.833264992853645
8,215.0246,81.0691030016238,116.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.7,12.658999999998798,0.6505016722408027,215.20546,0.3583743333333333,4.536660685666235,92983.850297,25.317999999999394,1.131191408648601,384.97540000000004,1.8425415437657109
8,213.2162,81.3819392552244,116.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.60000000000001,-18.084000000001087,0.6510590858416945,214.464,0.35536033333333333,-6.426336268000386,93197.066497,-30.742999999999885,0.9185661734468067,386.78380000000004,1.8254811487544422
8,213.8491,81.3396569802292,116.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.5,6.328999999999525,0.6516164994425864,214.17464,0.35641516666666667,2.2557515898331637,93410.915597,24.41300000000061,0.8127812762366167,386.1509,1.829333602828626
8,217.0139,81.2551038609701,117.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.400000000000006,31.648000000001936,0.6521739130434783,214.5725,0.3616898333333333,11.446759845334034,93627.929497,25.31900000000241,1.51574701550117,382.98609999999996,1.8548196422664989
8,220.0883,80.8376244618367,117.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.30000000000001,30.74400000000172,0.6527313266443701,215.83841999999999,0.36681383333333334,11.27732449200063,93848.017797,-0.9040000000002166,2.7811404148299137,379.9117,1.8794901632836025
8,218.0085,80.9579818230167,117.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.2,-20.797999999998286,0.653288740245262,216.43519999999998,0.3633475,-7.556901304999377,94066.026297,-51.542,2.881196817296605,381.9915,1.860140769111427
8,216.9235,81.2381978094108,117.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.10000000000001,-10.850000000000696,0.6538461538461539,217.17666,0.36153916666666663,-3.9226999583335846,94282.949797,9.94799999999759,2.25459761554025,383.0765,1.8493051845754034
8,208.7854,80.9837710258419,117.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,62.0,-81.38099999999287,0.6544035674470458,216.16392000000002,0.3479756666666667,-28.31860772899752,94491.735197,-70.53099999999218,4.316978657811518,391.2146,1.7784105470322782
8,213.7587,80.9923596787883,117.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.900000000000006,49.733000000002775,0.6549609810479375,215.51288,0.3562645,17.718102378500987,94705.493897,131.11399999999566,4.401379635069031,386.2413,1.8192229632406558
8,215.9288,81.0691030016238,117.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.80000000000001,21.70100000000114,0.6555183946488293,214.68098,0.35988133333333333,7.809784814667077,94921.422697,-28.032000000001634,3.6492055295640333,384.0712,1.8361292360873365
8,217.8277,80.9493815480772,117.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.7,18.988999999998356,0.6560758082497213,214.64482000000004,0.36304616666666667,6.893883658832737,95139.250397,-2.712000000002785,3.6086605433319323,382.1723,1.8507026180908868
8,220.0883,80.6484997671204,117.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.60000000000001,22.606000000001394,0.6566332218506131,215.27777999999998,0.36681383333333334,8.292193516333844,95359.338697,3.6170000000030385,4.3164112358532885,379.9117,1.8683217158886103
8,225.6944,81.6609405442438,117.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.5,56.0609999999952,0.657190635451505,218.65958,0.37615733333333334,21.087756263998195,95585.033097,33.4549999999938,4.574323496102927,374.3056,1.914286667393667
8,232.024,81.1113738458878,118.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.400000000000006,63.29600000000359,0.6577480490523968,222.31264000000002,0.38670666666666664,24.476985173334718,95817.057097,7.235000000008391,6.54909539806819,367.976,1.9663050680821605
8,235.0984,81.2551038609701,118.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.30000000000001,30.74400000000172,0.6583054626532887,226.14656,0.39183066666666666,12.046442016000674,96052.155497,-32.55200000000187,7.429504272358711,364.90160000000003,1.9906722947445192
8,235.0984,81.2720213432607,118.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.2,0.0,0.6588628762541806,229.60070000000002,0.39183066666666666,0.0,96287.253897,-30.74400000000172,6.558710370949068,364.90160000000003,1.988988138841048
8,238.8961,81.3142921875246,118.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.10000000000001,37.97700000000208,0.6594202898550724,233.36226000000002,0.39816016666666665,15.120928649500827,96526.149997,37.97700000000208,4.930485933251744,361.1039,2.0194091122619686
8,243.8694,81.0437382089192,118.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,61.0,49.73299999999599,0.6599777034559643,236.99726,0.406449,20.21392811699837,96770.019397,11.75599999999391,4.549081092703443,356.13059999999996,2.05970775287409
8,245.1353,81.6102109588346,118.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.900000000000006,12.659000000000598,0.6605351170568562,239.61952000000002,0.4085588333333333,5.17194627116691,97015.154697,-37.073999999995394,4.740508876375078,354.86469999999997,2.068652303218124
8,243.9598,81.3227509286699,118.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.80000000000001,-11.755000000000663,0.661092530657748,241.39180000000002,0.4065996666666667,-4.779579081666936,97259.114497,-24.41400000000126,4.259762905959687,356.0402,2.0569966099747337
8,243.9598,81.9399418332632,118.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.7,0.0,0.6616499442586399,243.16408,0.4065996666666667,0.0,97503.074297,11.755000000000663,2.442599972772722,356.0402,2.0552636726599522
8,242.6939,82.5148733243239,118.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.60000000000001,-12.659000000000598,0.6622073578595318,243.92364000000003,0.4044898333333334,-5.120436800166909,97745.768197,-12.659000000000598,0.8639932713794216,357.3061,2.042877928932004
8,242.6939,83.0919484953764,118.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.5,0.0,0.6627647714604237,243.68854000000002,0.4044898333333334,0.0,97988.462097,12.659000000000598,1.0269975574406272,357.3061,2.0411597809826763
8,240.795,81.2635626021154,119.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.400000000000006,-18.98900000000134,0.6633221850613155,242.82048,0.401325,-7.620760425000538,98229.257097,-18.98900000000134,1.297181015506096,359.20500000000004,2.0234873779538876
8,240.795,80.5109651000478,119.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.30000000000001,0.0,0.6638795986622074,242.18752,0.401325,0.0,98470.052097,18.98900000000134,1.3722282707296518,359.20500000000004,2.0217883961226835
8,240.162,80.9579818230167,119.2,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.2,-6.3299999999992735,0.6644370122630993,241.42795999999998,0.40027,-2.5337090999997094,98710.214097,-6.3299999999992735,1.1841811107216582,359.83799999999997,2.0147818622920983
8,240.162,80.4679869693368,119.3,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.10000000000001,0.0,0.664994425863991,240.92158,0.40027,0.0,98950.376097,6.3299999999992735,1.0400825361432413,359.83799999999997,2.0130930258751634
8,240.162,81.162103431297,119.4,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,60.0,0.0,0.6655518394648829,240.4152,0.40027,0.0,99190.538097,0.0,0.3467083788868111,359.83799999999997,2.0114070183299244
8,240.162,81.0944677943284,119.5,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,59.900000000000006,0.0,0.6661092530657747,240.2886,0.40027,0.0,99430.700097,0.0,0.2830862059344623,359.83799999999997,2.0097238325546125
8,242.0609,80.657111664053,119.6,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,59.80000000000001,18.989000000001056,0.6666666666666666,240.54178000000002,0.40343483333333335,7.6608240501670934,99672.760997,18.989000000001056,0.8492138964948659,357.9391,2.0239205516394603
8,244.5927,80.9321926201914,119.7,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,59.7,25.31799999999788,0.6672240802675585,241.42792,0.40765450000000003,10.320996630999137,99917.353697,6.3289999999968245,1.950907254843242,355.40729999999996,2.043380935310101
8,248.933,81.4326574099023,119.8,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,59.60000000000001,43.403000000002315,0.6677814938684503,243.18212,0.4148883333333333,18.007398331667627,100166.286697,18.085000000004435,3.6932959747358463,351.067,2.0779048240575557
8,248.933,81.0352908985052,119.9,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,59.5,0.0,0.6683389074693422,244.93631999999997,0.4148883333333333,0.0,100415.219697,-43.403000000002315,3.9726297457729434,351.067,2.076171792525673
8,247.7575,81.407304047929,120.0,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,59.400000000000006,-11.755000000000663,0.6688963210702341,246.45542,0.4129291666666667,-4.8539823541669405,100662.977197,-11.755000000000663,3.031243534755997,352.2425,2.0646458161279515
8,247.6671,80.7946463311256,120.1,59.1072357995712,"ISO 12103-1, A2 Fine Test Dust",Low,High,179.4,59.30000000000001,-0.9039999999999341,0.6694537346711259,247.57666,0.4127785,-0.3731517639999728,100910.644297,10.85100000000073,1.7765286496423347,352.3329,2.062174004478152
